婉约与豪放,词内容
豪放,夜登小阁忆洛中旧游忆昔午桥桥上饮，坐中多是豪英。长沟流月去无声。杏花疏影里，吹笛到天明。二十余年如一梦，此身虽在堪惊。闲登小阁看新晴。古今多少事，渔唱起三更。
婉约,世情薄，人情恶，雨送黄昏花易落。晓风干，泪痕，欲心事，独倚斜栏。难！难！难！人成各，今非昨，病魂常似秋千索。角声寒，夜阑珊，怕人寻问，咽泪装欢。瞒！瞒！瞒！
豪放,"一勺西湖水。渡江来,百年歌舞,百年酣醉。"
豪放,云峰横起，障吴关三面，真成尤物。倒卷回潮，目尽处、秋水粘天无壁。绿鬓人归，如今虽在，空有千茎雪。追寻如梦，漫馀诗句犹杰。  闻道尊酒登临，孙郎终古恨，长歌时发。万里云屯，瓜步晚、落日旌旗明灭。鼓吹风高，画船遥想，一笑吞穷发。当时曾照，更谁重问山月。
婉约,一夜东风，枕边吹散愁多少。数声啼鸟，梦转纱窗晓。来是春初，去是春将老。长亭道，一般芳草，只有归时好。
豪放,怒发冲冠，凭栏处、潇潇雨歇。抬望眼，仰天长啸，壮怀激烈。三十功名尘与土，八千里路云和月。莫等闲，白了少年头，空悲切。靖康耻，犹未雪；臣子恨，何时灭！驾长车，踏破贺兰山缺。壮志饥餐胡虏肉，笑谈渴饮匈奴血。待从头收拾旧山河，朝天阙。
婉约,潇水流。湘水流。三闾愁接二妃愁。潇碧湘蓝虽两色，鸳鸯总作一天秋。
豪放,梅谢了，塞垣冻解鸿归早。鸿归早，凭伊问讯，大梁遗老。浙河西面边声悄，淮河北去炊烟少。炊烟少，宣河宫殿，冷烟衰草。
豪放,谁使神州，百年陆沉，青毡未还？怅晨星残月，北州豪杰；西风斜日，东帝江山。刘表坐谈，深源轻进，机会失之弹指间。伤心事，是年年冰合，在在风寒。说和说战都难，算未必江沱堪宴安。叹封侯心在，醴鲸失水；平戎策就，虎豹当关。渠自无谋，事犹可做，更剔残灯抽剑看。麒麟阁，岂中兴人物，不画儒冠？
豪放,"云雷天堑，金汤地险，名藩自古皋兰。营屯绣错，山形米聚,襟喉百二秦关。鏖战血犹殷。见阵云冷落，时有雕盘。静塞楼头，晓月依旧，玉弓弯。  看看，定远西还。有元戎阃命,上将斋坛。瓯脱昼空，兜鍪夕解，甘泉又报平安。吹笛虎牙闲。且宴陪朱履,歌按云鬟。招取  英灵毅魄，长绕贺兰山。"
豪放,落日塞尘起，胡骑猎清秋。汉家组练十万，列舰耸层楼。谁道投鞭飞渡，忆昔鸣藤血污，风雨佛狸愁。季子正年少，匹马黑貂裘。今老矣，搔白首，过扬州。倦游欲去江上，手种桔千头。二客东南名胜，万卷诗书事业；尝试与君谋：莫射南山虎，直觅富民侯。
婉约,春色难留，酒杯常浅。更旧恨新愁相间。五更风，千里梦，看飞红几片。这般庭院。几许风流，几般娇懒。问相见何如不见。燕正忙，莺语乱，恨旧帘不卷。翠屏平远。
婉约,雪庭，轻寒帘影，霏霏玉管春葭。小帖金泥，不知春在谁家。相思一夜窗前梦，奈个人、水隔天遮。凄然，满树幽香，满地横斜。江南自是离愁苦，况游骤古道，归雁平沙。怎得银，殷勤与说年华。如今处处生芳草，纵凭高，不见天涯。更消他，几度东风，几度飞花。
豪放,"花过雨,又是一番红素。燕子归来愁不语,旧巢无觅处。谁在玉关劳苦?谁在玉楼歌舞?若使胡尘吹得去,东风侯万户。"
婉约,春日游，杏花吹满头。陌上谁家年少，足风流？妾拟将身嫁与，一生休。纵被无情弃，不能羞。
豪放,孤馆灯青，野店鸡号，旅枕梦残。渐月华收练，晨霜耿耿；云山擒锦，朝露洼泞。世路无穷，劳生有限，似此区区长鲜欢。微吟罢，凭征鞍无语，往事千端。当时共客长安，似二陆初来俱少年。有笔头千字，胸中万卷；致君尧舜，此事何难。用舍由时，行藏在我，袖手何妨闲处看。身长健，但优游卒岁，且斗尊前。
婉约,簟凄灯暗眠还起，清商几处催发？碎竹虚廊，枯莲浅渚，不辨声来何叶？桐飙又接。尽吹入潘郎，一簪愁发。已是难听，中宵无用怨离别。虫还更切切。玉窗挑锦倦，惊响檐铁。漏断高城，钟疏野寺，遥送凉潮呜咽。微吟渐怯。讶篱豆花开，雨筛时节。独自开门，满庭都是月。
豪放,云鬲迷楼，苔封很石，人向何处？数骑秋烟，一篙寒汐，千古空来去。使君心在，苍崖绿嶂，苦被北门留住。有尊中酒差可饮，大旗尽绣熊虎。  前身诸葛，来游此地，数语便酬三顾。楼外冥冥，江皋隐隐，认得征西路。中原生聚，神京耆老，南望长淮金鼓。问当时依依种柳，至今在否？
豪放,青烟幂处，碧海飞金镜。永夜闲阶卧桂影。露凉时、零乱多少寒蛰，神京远，唯有蓝桥路近。  水晶帘不下，云母屏开，冷浸佳人淡脂粉。待都将许多明，付与金尊，投晓共流霞倾尽。更携取胡床上南楼，看玉做人间，素秋千倾。
豪放,古来云海茫茫，道山绛阙知何处。人间自有，赤城居士，龙蟠凤举。清净无为，坐忘遗照，八篇奇语。向玉霄东望，蓬莱瞳霭，有云驾、醪风驭。行尽九州四海，笑纷纷、落花飞絮。临江一见，谪仙风采，无言心许。八表神游，浩然相对，酒酣箕踞。待垂天赋就，骑鲸路稳，约相将去。
豪放,大厦吞风吐月，小舟坐水眠空。雾窗春晓翠如葱，睡起云涛正涌。往事回头笑处，此生弹指声中。玉笺佳句敏惊鸿，闻道衡阳价重。
豪放,玉粟收余，金丝种后，蕃航别有蛮烟。双管横陈，何人对拥无眠。不知呼吸成滋味，爱挑灯、夜永如年。最堪怜，是一泥丸，捐万缗钱。  春雷欷破零丁穴，笑蜃楼气尽，无复灰然。沙角台高，乱帆收向天边。浮槎漫许陪霓节，看澄波、似镜长圆。更应传，绝岛重阳，取次回舷。
婉约,恼烟撩露，留我须臾住。携手藕花湖上路。一霎黄梅细雨。娇痴不怕人猜。随群暂遣愁怀。最是分携时候，归来懒傍妆台。
婉约,夜夜相思更漏，伤心明月凭阑干，想君思我锦衾寒。咫尺画堂深似海，忆来惟把旧书看，几时携手入长安？
豪放,万里黔中一漏天，屋居终日似乘船。及至重阳天也霁，催醉，鬼门关外蜀江前。  莫笑老翁犹气岸，君看，几人黄菊上华颠。戏马台南追两谢，驰射，风流犹拍古人肩。
婉约,玉骨那愁瘴雾，冰肌自有仙风。海仙时遣探芳丛，倒挂绿毛幺凤。素面常嫌粉涴，洗妆不退唇红。高情已逐晓云空，不与梨花同梦。
豪放,寒江夜宿，长啸江之曲。水底鱼龙惊动，风卷地，浪翻屋。  诗情吟未足，酒兴断还续。草草兴亡休问，功名泪，欲盈掬。
婉约,小山重叠金明灭，鬓云欲度香腮雪。懒起画娥眉，弄妆梳洗迟。照花前后镜，花面交相映，新帖绣罗襦，双双金鹧鸪。
婉约,翠柏红梅围小坐，岁筵未是全贫。蜡鹅花下烛如银。钗符金胜，又见一家春。自写好宜祛百病，非官非隐闲身。屠苏醉醒已三更。一声鸡唱，五十六年人。
婉约,斜点银―，高擎莲炬，夜深不耐微风。重重帘幕卷堂中。香渐远、长烟袅穟，光不定、寒影摇红。偏奇处、当庭月暗，吐焰为虹。红裳呈艳，丽娥一见，无奈狂踪。试烦他纤手，卷上纱笼。开正好、银花照夜，堆不尽、金粟凝空。丁宁语、频将好事，来报主人公。
婉约,芙蓉金菊斗馨香，天气欲重阳。远村秋色如画，红树间疏黄。流水淡，碧天长，路茫茫。凭高目断，鸿雁来时，无限思量。
婉约,手卷真珠上玉钩，依前春恨锁重楼。风里落花谁是主？思悠悠！青鸟不传云外信，丁香空结雨中愁。回首绿波三楚暮，接天流。
豪放,我来牛渚，聊登眺、客里襟怀如豁。谁著危亭当此处，占断古今愁绝。江势鲸奔，山形虎踞，天险非人设。向来舟舰，曾扫百万胡羯。  追念照水然犀，男儿当似此，英雄豪杰。岁月匆匆留不住，鬓已星星堪镊。云暗江天，烟昏淮地，是断魂时节。栏干捶碎，酒狂忠愤俱发。
豪放,接叶巢莺，平波卷絮，断桥斜日归船。能几番游，看花又是明年。东风且伴蔷薇住，到蔷薇、春已堪怜。更凄然。万绿西泠，一抹荒烟。当年燕子知何处？但苔深韦曲，草暗斜川。见说新愁，如今也到鸥边。无心再续笙歌梦，掩重
婉约,水是眼波横，山是眉峰聚。欲问行人去那边，眉眼盈盈处才始送春归，又送君归去！若到江南赶上春，千万和春住。
婉约,自别西风憔悴甚，冻云流水平桥。并无黄叶伴飘飘。乱鸦三四点，愁坐话无惨。云压西村茅舍重，怕他棺柚同烧。好留蛮样到春宵。三眠明岁事，重斗小楼腰。
豪放,梦绕神州路。怅秋风、连营画角，故宫离黍。底事昆仑倾砥柱，九地黄流乱注。聚万落千村狐兔。天意从来高难问，况人情老易悲难诉。更南浦，送君去。  凉生岸柳催残暑。耿斜河，疏星残月，断云微度。万里江山知何处？回首对床夜语。雁不到，书成谁与？目尽青天怀今古，肯儿曹恩怨相尔汝！举大白，听金缕。
婉约,情似游丝，人如飞絮。泪珠阁定空相觑。一溪烟柳万丝垂，无因系得兰舟住。雁过斜阳，草迷烟渚。如今已是愁无数。明朝且做莫思量，如何过得今宵去。
豪放,明月如霜，好风如水，清景无限。曲港跳鱼，圆荷泻露，寂寞无人见。紞如三鼓，铿然一叶，黯黯梦云惊断。夜茫茫，重寻无处，觉来小园行遍。天涯倦客，山中归路，望断故园心眼。燕子楼空，佳人何在，空锁楼中燕。古今如梦，何曾梦觉，但有旧欢新怨。异时对，黄楼夜景，为余浩叹。
豪放,楚天千里清秋，水随天去秋无际。遥岑远目，献愁供恨，玉簪螺髻。落日楼头，断鸿声里，江南游子。把吴钩看了，栏杆拍遍，无人会，登临意。  休说鲈鱼堪脍，尽西风，季鹰归未？求田问舍，怕应羞见，刘郎才气。可惜流年，忧愁风雨，树犹如此！倩何人唤取，红巾翠袖，振英雄泪！
婉约,帘漏滴，却是春归消息。带雨牡丹无气力，黄鹂愁雨湿。争着洛阳春色，忘却连天草碧，南浦绿波双桨急，沙头人伫立。
婉约,蹴罢秋千，起来慵整纤纤手。露浓花瘦，薄汗轻衣透。见客入来，袜刬金钗溜。和羞走，倚门回首，却把青梅嗅。
婉约,宝钗分，桃叶渡，烟柳暗南浦。怕上层楼，十日九风雨。断肠片片飞红，都无人管，倩谁唤，流莺声住。鬓边觑，试把花卜归期，才簪又重数。罗帐灯昏，哽咽梦中语。是他春带愁来，春归何处。却不解、将愁归去。
豪放,忆昔初逢，意气相期，一何壮哉。拟献三千牍，叫开汉阙；蹑一双屣，走上燕台。我劝君酬，君歌我舞，天地疏狂两秀才。惊回首，漫十年风月，四海尘埃。  摩挲旧剑生苔，叹同掩衡门尽草莱。视黄金百镒，已随手去；素丝几缕，欲上头来。莫厌栖栖，但存耿耿，得失区区何足哀。心惟愿，对尊中酒满，树上花开。
婉约,结多少、悲秋俦侣，特地年年，北风吹度。紫塞门孤，金河月冷，恨谁诉？回汀枉渚，也只恋，江南住，随意落平沙，巧排作参差筝柱。别浦，惯惊移莫定，应怯败荷疏雨。一绳云抄，看字字、悬虢垂露。渐欹斜无力低飘，正目送、碧罗天暮。写不了相思，又蘸凉波飞去。
豪放,天涯也有江南信，梅破知春近。夜阑风细得香迟，不道晓来开遍向南枝。  玉台弄粉花应妒，飘到眉心住。平生个里愿杯深，去国十年老尽少年心。
婉约,永夜抛人何处去？绝来音。香阁掩，眉敛，月将沉。争忍不相寻？怨孤衾。换我心，为你心，始知相忆深。
豪放,塞上风高，渔阳秋早。惆怅翠华音杳，驿使空驰，征鸿归尽，不寄双龙消耗。念白衣、金殿除恩；归黄阁、未成图报。  谁信我、致主丹衷，伤时多故，未作救民方召。调鼎为霖，登坛作将，燕然即须平扫。拥精兵十万，横行沙漠，奉迎天表。
豪放,千古东流，声卷地，云涛如屋。横浩渺、橘竿十丈，不胜帆腹。夜雨翻江春浦涨，船头鼓急风初熟。似当年、呼禹乱黄川，飞梭速。击楫誓、空警俗。休拊髀，都生肉。任炎天冰海，一杯相属。荻笋萎芽新入馔，鹃弦凤吹能翻曲。笑人间、何处似尊前，添银烛。
婉约,萱草阑干，榴花庭院。悄无人语重帘卷。屏山掩梦不多时，斜风细雨江南岸。昼漏初传，林莺百喂。日长暗记香篆。洞房消息有谁知？几回欲问梁间燕。
婉约,我梦扬州，便想到扬州梦我。第一是隋堤绿柳，不堪烟锁。潮打三更瓜步月，雨荒十里红桥火。更红鲜冷淡不成圆，樱桃颗。何日向，江村躲；何日上，江楼卧。有诗人某某，酒人个个。花径不无新点缀，沙鸥颇有闲功课。将白头供作折腰人，将毋左。
豪放,鹊声迎客到庭除。问谁欤？故人车。千里归来，尘色半征裾。珍重主人留客意，奴白饭，马青刍。东城入眼杏千株。雪模糊，俯平湖。与子花间，随分倒金壶。归报东垣诗社友，曾念我，醉狂无？
婉约,玉漏迢迢尽，银潢淡淡横。梦回宿酒未全醒。已被邻鸡催起、怕天明。臂上妆犹在，襟间泪尚盈。水边灯水渐人行。天外一钩月、带三星。
婉约,莲叶初生南浦。两岸绿杨飞絮。向晚鲤鱼风，断送彩帆何处？凝伫，凝伫，楼外一江烟雨。
婉约,搭柳栏干倚伫频。杏帘胡蝶绣床春。十年花骨东风泪，几点螺香素壁尘。箫外月，梦中云。秦楼楚殿可怜身。新愁换尽风流性，偏恨鸳鸯不念人。
婉约,粉堕百花洲，香燕子楼。一团团、逐队成球。飘泊亦如人命薄：空缱绻，说风流。草木也知愁，韶华竟白头。叹今生、谁舍谁收！嫁与东风春不管：凭尔去，忍淹留！
婉约,曹溪驿折桃花一枝，数日零落，裹花片投之涪江，歌此送之。水软橹声柔，草绿芳洲。碧桃几树隐红楼。者是春山魂一片，招入孤舟。乡梦不曾休，惹甚闲愁？忠州过了又涪州。掷与巴江流到海，切莫回头。
婉约,群芳过后西湖好，狼籍红，飞絮漾漾，垂柳阑干尽日风。笙歌散尽游人去，始觉春空，垂下帘栊，双燕归来细雨中。
婉约,船动湖光滟滟秋，贪看年少信胜流。无端隔水抛莲子，遥被人知半日羞。
豪放,《离骚》痛饮，问人生佳处，能消何物？江左诸人成底事，空想岩岩青壁。五亩苍烟，一丘寒玉，岁晚忧风雪。西州扶病，至今悲感前杰。我梦卜筑萧闲，觉来岩桂，十里幽香发。块磊胸中冰与炭，一酌春风都灭。胜日神交，悠然得意，遗恨无毫发。古今同致，永和徒记年月。
豪放,蜀道登天，一杯送、绣衣行客。还自叹、中年多病，不堪离别。东北看惊诸葛表，西南更草相如檄。把功名、收拾付君侯，如椽笔。儿女泪，君休滴；荆楚路，吾能说。要新诗准备，庐山山色。赤壁矶头千古浪，铜麒陌上三更月。正梅花、万里雪深时，须相忆。
豪放,晚天萧索，断蓬踪迹，乘兴兰棹东游。三吴风景，姑苏台榭，牢落暮霭初收。夫差旧国，香径没、徒有荒丘。繁华处，悄无睹，惟闻麋鹿呦呦。  想当年、空运筹决战，图王取霸无休。江山如画，云涛烟浪，翻输范蠡扁舟。验前经旧史，嗟漫载、当日风流。斜阳暮草茫茫，尽成万古遗愁。
豪放,四海十年兵不解，胡尘直到江城。岁华销尽客心惊，疏髯浑似雪，衰涕欲生冰。  送老齑盐何处是？我缘应在吴兴。故人相望若为情？别愁深夜雨，孤影小窗灯。
婉约,薄醉不成乡，转觉春寒重。枕席有谁同？夜夜和愁共。梦好恰如真，事往翻如梦。起立悄无言，月生西弄。
豪放,金甲璃戈，记当日辕门初立。磨盾鼻，一挥千纸，龙蛇犹湿。铁马晓嘶营壁冷，楼船夜渡风涛急。有谁怜、猿臂故将军，无功级？  平戎策，从军什；零落尽，慵收拾。把茶经香传，时时温习。生怕客谈榆塞事，且教儿诵《花间集》。叹臣之壮也不如人，今何及！
豪放,船动湖光滟滟秋（举棹），贪看年少信船流（年少）。  无端隔水抛莲子（举棹），遥被人知半日羞（年少）。
婉约,一夜冰澌满玉壶，五更喜气动洪炉。门前桃李知麟集，庭下芝兰看鲤趋。泉脉动，草心苏。日长添得绣工夫。试询补衮弥缝手，真个曾添一线无？
婉约,岸草平沙。吴王故苑，柳袅烟斜。雨后寒轻，风前香软，春在梨花。行人一棹天涯。酒醒处、阳乱鸦。门外秋千，墙头红粉，深院谁家。
豪放,汉上繁华，江南人物，尚余宣政风流。绿窗朱户，十里烂银钩。一旦刀兵齐举，旌旗拥、百万貌狱。长驱入，歌楼舞榭，风卷落花愁。清平三百载，典章文物，扫地俱休。幸此身未北，犹客南州。破鉴徐郎何在？空惆怅、相见无由。从今后，梦魂千里，夜夜岳阳楼。
婉约,舷灯渐灭，沙动荒荒月。极目天低无去鹘，何处中原一发？江湖息影初程，舵楼一笛风生。不信狂涛东驶，蛟龙偶语分明。
婉约,客睡厌听深夜雨，潇潇彻夜偏闻。晨红太早鸟喧群。霁痕才着树，山意未离云。梅粉堆阶慵不扫，等闲过却初春。谢桥新涨碧粼粼。茜衫毡笠子，已有听泉人。
婉约,烟雨晚晴天，零落花无语。难话此时心，梁燕双来去。琴韵对薰风，有恨和情抚。肠断断弦频，泪滴黄金缕。
婉约,"云气压虚栏，青失遥山，雨丝风絮一番番。上巳清明都过了，只是春寒。华发已无端，何况花？飞来蝴蝶又成团。明日朱楼人睡起,莫卷帘看。"
豪放,"参差烟树醐陵桥,风物尽前朝。衰杨古柳,几经攀折,憔悴楚宫腰。夕阳闲淡秋光老,离思满菌皋。一曲阳关,断肠声尽,独自凭兰榛。"
婉约,高柳蝉嘶。采菱歌断秋风起。晚云如髻，湖上山横翠。帘卷西楼，过雨凉生袂。天如水，画阁十二，少个人同倚。
婉约,乘彩舫，过莲塘，棹歌惊起睡鸳鸯。带香游女偎伴笑，争窈窕，竞折团荷遮晚照。
豪放,冻云黯淡天气，扁舟一叶，乘兴离江渚。渡万壑千岩，越溪深处。怒涛渐息，樵风乍起，更闻商旅相呼。片帆高举。泛画鹊、翩翩过南浦。望中酒旖闪闪，一簇烟村，数行霜树。残日下，渔人鸣榔归去。败荷零落，衰杨掩
婉约,章台路，还见褪粉梅梢，试花桃树。惜惜坊陌人家，定巢燕子，归来旧处。黯凝伫，因念个人痴小，乍窥门户。侵晨浅约宫黄，障风映袖，盈盈笑语。前度刘郎重到，访邻寻里，同时歌舞，惟有旧家秋娘，声价如故。吟赋笔，犹记燕台句。知谁伴，名园露饮，东城闲步？事与孤鸿去，探春尽是，伤离意绪。官柳低金缕，归骑晚、纤纤池塘飞雨。断肠院落，一帘风絮。
豪放,如发，硬语盘空谁来听？记当时只有西窗月。重进酒、换鸣瑟。事无两样人心别。问渠侬：神州毕竟，几番离合？汗血盐车无人顾，千里空收骏骨。正目断关河路绝。我最怜君中宵舞，道男儿到死心如铁。看试手、补天裂。
豪放,秋晓上莲峰，高蹑倚天青壁。谁与放翁为伴？有天坛轻策。铿然忽变赤龙飞，雷雨四山黑。谈笑做成丰岁，笑禅龛榔栗。
豪放,何处相逢？登宝钗楼，访铜雀台。唤厨人斫就，东溟鲸脍；圉人呈罢，西极龙媒。天下英雄，使君与操，余子谁堪共酒杯？车千乘，载燕南赵北，剑客奇才。  饮酣画鼓如雷，谁信被晨鸡轻唤回。叹年光过尽，功名未立；书生老去，机会方来。使李将军，遇高皇帝，万户侯何足道哉！披衣起，但凄凉感旧，慷慨生哀。
婉约,峭壁参差十二峰，冷烟寒树重重。瑶姬宫殿是仙踪。金炉珠帐，香霭昼偏浓。一自楚王惊梦断，人间无路相逢。至今云雨带愁容，月斜江上，征棹动晨钟。
婉约,风住尘香花已尽，日晚倦梳头。物是人非事事休。欲语泪先流。闻说双溪春尚好，也拟泛轻舟。只恐双溪舴艋舟，载不动、许多愁。
豪放,无限伤心夕照中，故国凄凉，剩粉余红。金沟御水自西东，昨岁陈宫，今岁隋宫。往事思量一晌空，飞絮无情，依旧烟笼。长条短叶翠蒙蒙，才过西风，又过东风。
豪放,三十三年，今谁存者？算只君与长江。凛然苍桧，霜干苦难双。闻道司州古县，云溪上、竹坞松窗。江南岸，不因送子，宁肯过吾邦。拟拟，疏雨过，风林舞破，烟盖云幢。愿持此邀君，一饮空缸。居士先生老矣，真梦里，相对残钉。歌声断，行人未起，船鼓已逢逢。
婉约,团。团。美人并来遮面。玉颜憔悴三年，谁复商量管弦？弦管。弦管。春草昭阳路断。
豪放,塞北梅花羌笛吹，淮南桂树小山词。  请君莫奏前朝曲，听唱新翻杨柳枝。
婉约,记年时、人人何处，长亭曾共杯酒。酒阑归去行人远，折不尽长亭柳。渐白首。待把酒送君，恰又清明后。青条似旧，问江北江南，离愁如我，还更有人否。留不住，强把蔬盘瀹韭。行舟又报潮候。风急岸花飞尽也，一曲啼红满袖。春波皱。青草外、人间此恨年年有。留连握手。数人世相逢，百年欢笑，能得几回又。
婉约,柳庭院占风光。呢喃春昼长。碧波新涨小池塘，双双蹴水忙。萍散漫，絮飘扬。轻盈体态狂。为怜流去落红香，衔将归画梁。
婉约,庭院沉沉白日斜，绿满地又飞花。瞢腾春梦绕天涯。帘幕受风低乳燕，池塘过雨急鸣蛙。酒醒明月照窗纱。
豪放,中军玉帐旌旗绕，吴钩锦带明霜晓。快马去追风，弓声惊塞鸿。  分兵闲细柳，金字回飞奏。犒饮上恩浓，燕然思勒功。
婉约,杨柳东塘细水流，红窗睡起唤晴鸠。屏间山压眉心翠，镜里波生鬓角秋。临玉管，试琼瓯，醒时题恨醉时休。明朝花落归鸿尽，细雨春寒闭小楼。
婉约,昨夜佳期初共，鬓云低，翠翘金凤。尊前和笑不成歌，意偷传，眼波微送。草草不容成楚梦，渐寒深翠帘霜重。相看送到断肠时，月西斜，画楼钟动。
豪放,尊前拟把归期说，未语春容先惨咽。人生自是有情痴，此恨不关风与月。离歌且莫翻新阕。一曲能教肠寸结。直须看尽洛城花，始共春风容易别。
婉约,双喜鹊，几报归期浑错。尽做旧愁都忘却。新愁何处著。瘦雪一痕墙角。青子已妆萼。不道枝头无可落，东风犹作恶。
婉约,风流紫府郎，痛饮乌纱岸。柔软九回肠，冷怯玻璃盏。纤纤白玉葱，分破黄金弹。借得洞庭春，飞上桃花面。
豪放,雨急云飞，惊散暮鸦，微弄凉月。谁家疏柳低迷，几点流萤明灭。夜帆风驶，满湖烟水苍茫，菰蒲零乱秋声咽。梦断酒醒时，倚危樯清绝。  心折。长庚光怒，群盗纵横，逆胡猖獗。欲挽天河，一洗中原膏血。两宫何处？塞垣只隔长江，唾壶空击悲歌缺。万里想龙沙，泣孤臣吴越。
婉约,"重,是，为有书来与我期，便从兰杜惹相思。昨夜蝶衣刚入梦，珍东风要到送春时。三月正当三十日，占得，春光毕竟共春归。只有成并结子，都而今愿著花迟。"
豪放,六代豪华，春去也、更无消息。空怅望、山川形胜，已非畴昔。王谢堂前双燕子，乌衣巷口曾相识。听夜深、寂寞打孤城，春潮急。思往事，愁如织。怀故国，空陈迹。但荒烟衰草，乱鸦斜日。玉树歌残秋露冷，胭脂井坏寒暨泣。到如今、只有蒋山青，秦淮碧。
婉约,水天清话，院静人消。蜡炬风摇帘不下，竹影半墙如画。醉来扶上桃笙，熟罗子凉轻。一霎荷塘过雨，明朝便是秋声。
婉约,并刀如水，吴盐胜雪，纤手破新橙。锦幄初温，兽烟不断，相对坐调笙。低声问：向谁行宿？城上已三更。马滑霜浓，不如休去，直是少人行。
婉约,楼下清歌，水流歌断春风暮。梦云烟树，依约江南路。碧水黄沙，梦到寻梅处。花无数，问花无语，明月随人去。
豪放,何处望神州？满眼风光北固楼。千古兴亡多少事？悠悠。不尽长江滚滚流。  年少万兜鍪，坐断东南战未休。天下英雄谁敌手？曹刘。生子当如孙仲谋。
婉约,几点疏雅誉柳条。江南烟草绿，梦迢迢。十年旧约断琼箫。西楼下，何处玉骤骄？酒醒又今宵。画屏月上，篆香销。凭将心事记回潮。青溪水，流得到红桥。
婉约,水榭风微玉枕凉，牙床角簟藕花香。野塘烟雨罩鸳鸯。红蓼渡头青嶂远，绿・波上白鸥双。淋浪淡墨水云乡。
婉约,落日水熔金，天淡暮烟凝碧。楼上谁家红袖，靠阑干无力。鸳鸯相对浴红衣。短棹弄长笛。惊起一双飞去，听波声拍拍。
豪放,滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在，几度夕阳红。  白发渔樵江渚上，惯看秋月春风。一壶浊酒喜相逢。古今多少事，都付笑谈中。
婉约,看斜阳一缕，冈睫得，片帆归。正岸绕孤城，波回野渡，月暗闲堤。依稀是谁相忆？轻魂如梦逐烟飞。赢得双双泪眼，从教涴尽罗衣。江南几日又天涯，谁与寄相思？怅夜夜霜花，空林开遍，也只侬知。安排十分秋色，便芳菲总是别离时。惟有醉将醵酿，任他柔橹轻移。
婉约,淳熙丙申至日，予过维扬。夜雪初霁，荠麦弥望。入其城，则四顾萧条，寒水自碧，暮色渐起，戍角悲吟，予怀怆然。感慨今昔，因自度此曲。千岩老人以为有黍离之悲也。淮左名都，竹西佳处，解鞍少驻初程。过春风十里。尽荠麦青青。自胡马窥江去后，废池乔木，犹厌言兵。渐黄昏，清角吹寒。都在空城。杜郎俊赏，算而今、重到须惊。纵豆蔻词工，青楼梦好，难赋深情。二十四桥仍在，波心荡、冷月无声。念桥边红药，年年知为谁生。
婉约,醉别西楼醒不记。春梦秋云，聚散真容易。斜月半窗还少睡，画屏闲展吴山翠。衣上酒痕诗里字。点点行行，总是凄凉意。红烛自怜无好计，夜寒空替人垂泪。
婉约,杭苇岸才登，行入乱峰层碧。十里平沙浅渚，又渡头人立。笋将摇梦上轻舟，舟尾浪花湿。恰好乌篷小小，载一肩秋色。
婉约,萋萋芳草忆王孙，柳外楼高空断魂。杜宇声声不忍闻。欲黄昏，雨打梨花深闭门。
婉约,去年人在凤凰池，银烛夜弹丝。沉水香消，梨云梦暖，深院绣帘垂。今年冷落江南夜，心事有谁知。杨柳风柔，海棠月澹，独自倚栏时。
豪放,渡江天马南来，几人真是经纶手？长安父老，新亭风景，可怜依旧！夷甫诸人，神州沉陆，几曾回首？算平戎万里，功名本是，真儒事？公知否？况有文章山斗，对桐阴、满庭清昼。当年堕地，而今试看，风云奔走。绿野风烟，平泉草木，东山歌酒。待他年，整顿乾坤
婉约,粉墙丹柱柳丝中。帘箔轻明花影重。午醉醒来一面风。绿葱葱。几颗樱桃叶底红。
豪放,短衣匹马清秋，惯曾射虎南山下。西风白水，
婉约,试问梅花何处好，与君藉草携壶。西园清夜片尘无。一天云破碎，两树玉扶疏。谁撅昭华吹古调，散花便满衣裾。只疑幽梦在清都。星稀河影转，霜重月华孤。
婉约,画毂雕鞍狭路逢，一声肠断绣帘中。身无彩凤双飞翼，心有灵犀一点通。金作屋，玉为笼，车如流水马如龙。刘郎已恨蓬山远，更隔蓬山几万重。
婉约,山城夜半催金柝，酒醒孤馆灯花落。窗白一声鸡，枕函闻马嘶。门前乌柏树，霜月迷行处。遥忆独眠人，早寒惊梦频。
豪放,雪洗虏尘静，风约楚云留。何人为写悲壮，吹角古城楼。湖海平生豪气，关塞如今风景，剪烛看吴钩。剩喜燃犀处，骇浪与天浮。  忆当年，周与谢，富春秋。小乔初嫁，香囊未解，勋业故优游。赤壁矶头落照，肥水桥边衰草，渺渺唤人愁。我欲乘风去，击楫誓中流。
婉约,韶华争肯偎人住？已是滔滔去。西风无赖过江来，历尽千山万水几时回？秋声带叶萧萧落，莫响城头角！浮云遮月不分明，谁挽长江一洗放天青？
豪放,壬申夏，泛舟西湖，述怀有赋，时予别杭州盖十年矣。(序)  天风吹我，堕湖山一角，果然清丽。曾是东华生小客，回首苍茫无际。屠狗功名，雕龙文卷，岂是平生意。乡亲苏小，定应笑我非计。  才见一抹斜阳，半堤香草，顿惹清愁起。罗袜音尘何处觅，渺渺予怀孤寄。怨去吹箫，狂来说剑，两样销魂味。两般春梦，橹声荡入云水。
